Date,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli-Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Trentino-Alto Adige/Südtirol,Umbria,Valle d'Aosta/Vallée d'Aoste,Veneto,Italia
1,8.799454297407875,-7.209612817089424,-1.0337698139215266,-1.9239555307375038,70.0932844479509,9.76645435244156,-8.076165462902178,50.29415029415024,186.4981983467185,53.289076644538305,4.198473282442703,47.0198977729099,8.699921445404515,13.696224758560142,-2.7389308142909843,13.784061110477678,65.16290726817043,6.959625250947996,60.130718954248366,24.283575153611885,49.362681340670335
