Date,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto,Italia
2020-09-22,3010,447,1280,5247,25400,3351,7851,9539,79078,6120,466,2589,4808,27931,4371,1490,3455,9760,1694,1087,20696,219670
2020-09-23,3012,449,1284,5383,25520,3401,7889,9582,79197,6126,468,2598,4818,28000,4426,1515,3519,9853,1713,1080,20832,220665
2020-09-24,3019,454,1298,5488,25604,3432,7956,9621,79472,6129,471,2609,4852,28059,4455,1561,3594,9907,1735,1085,20961,221762
2020-09-25,3023,458,1300,5638,25701,3463,8040,9621,79624,6140,476,2632,4876,28138,4498,1596,3630,9938,1748,1087,21089,222716
2020-09-26,3035,459,1308,5688,25734,3512,8081,9705,79960,6146,479,2635,4912,28183,4518,1607,3687,9981,1768,1087,21208,223693
2020-09-27,3040,468,1308,5824,25864,3537,8119,9749,80021,6151,479,2650,4919,28244,4527,1617,3716,10002,1788,1087,21307,224417
2020-09-28,3048,468,1311,5968,25946,3538,8215,9825,80041,6154,487,2662,4921,28287,4600,1648,3733,10098,1792,1089,21359,225190
2020-09-29,3051,471,1323,6027,26016,3563,8303,9963,80476,6161,490,2664,4962,28337,4662,1667,3851,10175,1803,1093,21448,226506
2020-09-30,3057,472,1330,6166,26174,3597,8409,9992,80712,6170,498,2686,5019,28394,4675,1685,3941,10261,1832,1093,21541,227704
2020-10-01,3059,474,1365,6273,26276,3613,8474,10067,80924,6180,498,2694,5040,28440,4697,1705,4026,10338,1853,1100,21748,228844
2020-10-02,3079,482,1382,6315,26416,3643,8529,10149,81228,6191,505,2710,5086,28505,4712,1747,4052,10398,1867,1103,21871,229970
2020-10-03,3097,486,1386,6418,26468,3659,8607,10279,81620,6197,507,2717,5117,28567,4724,1777,4108,10435,1885,1105,22058,231217
2020-10-04,3101,497,1387,6472,26482,3686,8637,10382,81733,6210,509,2737,5140,28646,4739,1794,4115,10451,1895,1106,22195,231914
2020-10-05,3108,498,1402,6593,26556,3690,8671,10459,81811,6219,515,2743,5168,28721,4762,1835,4130,10531,1903,1107,22259,232681
2020-10-06,3113,502,1422,6718,26617,3699,8794,10609,82184,6226,520,2757,5195,28819,4829,1898,4237,10606,1923,1112,22319,234099
2020-10-07,3132,504,1432,6895,26668,3734,8855,10676,82331,6240,521,2775,5241,28962,4883,1931,4345,10673,1928,1113,22464,235303
2020-10-08,3145,511,1441,7044,26722,3769,8936,10705,82484,6251,523,2785,5259,29043,4929,1977,4454,10693,1956,1116,22620,236363
2020-10-09,3150,514,1447,7161,26812,3794,8983,10780,82744,6262,524,2799,5307,29113,4960,2012,4478,10801,1970,1117,22821,237549
2020-10-10,3152,524,1457,7229,26827,3817,9042,10820,82988,6290,543,2815,5349,29179,4982,2034,4519,10830,1991,1120,23017,238525
2020-10-11,3153,527,1458,7357,26837,3834,9072,11052,83190,6298,548,2831,5394,29270,5097,2072,4557,10844,2000,1121,23197,239709
2020-10-12,3154,528,1467,7487,26849,3844,9179,11093,83353,6309,556,2843,5396,29314,5142,2113,4571,10942,2012,1125,23323,240600
2020-10-13,3153,532,1486,7564,26982,3850,9238,11357,83550,6325,559,2856,5417,29394,5235,2227,4708,11008,2027,1125,23435,242028
2020-10-14,3156,534,1498,7715,27045,3882,9350,11566,84415,6349,563,2856,5471,29467,5317,2323,4762,11071,2035,1125,23565,244065
2020-10-15,3164,536,1524,8032,27124,3923,9395,11957,84624,6362,566,2879,5521,29576,5387,2410,4854,11171,2104,1127,23728,245964
2020-10-16,3184,548,1581,8180,27155,3935,9473,12408,84958,6387,573,2897,5574,29643,5431,2470,4975,11315,2158,1132,23895,247872
2020-10-17,3186,550,1585,8254,27175,3962,9535,12554,85112,6400,573,2911,5609,29791,5472,2506,5101,11460,2193,1134,24064,249127
2020-10-18,3187,555,1585,8453,27181,3973,9584,12720,86397,6418,575,2919,5627,29959,5517,2526,5137,11622,2219,1137,24170,251461
2020-10-19,3190,559,1595,8576,27222,3973,9703,12886,86738,6443,575,2920,5643,30113,5604,2579,5267,11731,2247,1142,24253,252959
2020-10-20,3194,561,1607,8732,27226,4338,9780,13214,87072,6467,581,2924,5836,30228,5629,2613,5353,11846,2335,1150,24319,255005
2020-10-21,3195,584,1614,8838,27257,4382,9913,13614,87591,6497,591,2926,5898,30467,5690,2652,5551,12006,2403,1155,24550,257374
2020-10-22,3214,611,1644,8913,27277,4482,10020,13842,88059,6570,594,2935,5927,30661,5886,2712,5649,12121,2493,1165,24681,259456
2020-10-23,3293,621,1645,9107,27304,4569,10108,14210,88536,6596,606,2940,5974,31002,5926,2768,5772,12290,2577,1166,24798,261808
2020-10-24,3455,630,1657,9149,27343,4679,10202,14948,88706,6619,640,2943,6008,31157,5977,2794,5896,12491,2709,1183,24931,264117
2020-10-25,3469,639,1671,9322,27345,4760,10323,15324,89145,6711,640,2951,6035,31399,6011,2814,5914,12708,2795,1191,25036,266203
2020-10-26,3537,651,1678,9332,27544,4833,10414,15324,90356,6752,651,2955,6039,31620,6018,2878,6081,12810,2867,1199,25087,268626
2020-10-27,3618,661,1768,9907,27626,4913,10648,15922,90774,6827,664,2959,6087,32092,6187,2904,6142,12954,3001,1203,25131,271988
2020-10-28,3630,670,1785,10272,27671,5028,10788,16312,91763,6875,674,2962,6154,32353,6217,2973,6386,13335,3160,1216,25180,275404
2020-10-29,3690,684,1798,10537,27724,5115,11002,16863,92567,6950,675,2962,6470,32807,6361,3035,6605,13678,3277,1235,25247,279282
2020-10-30,3764,699,1799,11062,27764,5186,11196,17469,94134,6965,692,2966,6622,33006,6448,3071,6758,13983,3409,1253,25321,283567
2020-10-31,3799,704,1825,11337,27997,5312,11304,18403,96198,6997,702,2970,6775,33429,6506,3149,6814,15074,3499,1259,25373,289426
2020-11-01,3854,705,1831,11746,28033,5470,11436,18849,96687,7060,703,2970,6807,33852,6539,3218,7011,15305,3602,1281,25421,292380
2020-11-02,3872,714,1841,12991,28093,5506,11595,18859,97576,7110,703,2974,6922,34153,6619,3266,7277,15529,3674,1306,25437,296017
2020-11-03,3909,729,2069,13989,28123,5659,11837,19356,100115,7160,705,2976,6938,34675,6813,3309,7569,15667,3845,1361,25471,302275
2020-11-04,3943,740,2074,14386,28241,5869,12081,19816,101610,7231,733,2979,7103,35351,7089,3351,7893,15890,4066,1415,25517,307378
2020-11-05,4273,746,2078,14697,28403,6008,12374,20239,102502,7298,746,2985,7402,36086,7323,3438,8282,16136,4270,1493,25560,312339
2020-11-06,4340,778,2101,15017,28559,6162,12653,20881,107463,7379,749,4196,7561,36993,7450,3477,8684,16738,4532,1600,25612,322925
2020-11-07,4445,799,2175,16001,28619,6422,12892,21522,108581,7415,749,4528,7622,37812,7546,3513,8788,17352,4731,1697,25682,328891
2020-11-08,4592,805,2305,16441,28740,6636,13023,22106,110001,7498,752,4798,7668,38953,7677,3579,9128,17938,4951,1758,25725,335074
2020-11-09,4669,814,2319,16875,28978,6760,13264,22310,115630,7543,831,4950,7698,39721,7774,3727,9652,19116,5060,1863,25735,345289
2020-11-10,4832,826,2319,17665,29230,7213,13521,22828,122410,7599,834,5071,8100,40737,7921,3838,9928,19451,5392,1946,31362,363023
2020-11-11,4956,830,2400,18355,29516,7448,13968,23278,124025,7665,840,5226,8367,42087,8013,4019,10656,20319,5701,2031,32413,372113
2020-11-12,5029,837,2402,19000,29735,7795,14269,23554,132254,7795,841,5564,8566,43953,8252,4125,10958,21198,6026,2186,33419,387758
2020-11-13,5205,883,2575,19878,29947,8114,14680,24521,134294,7902,848,5896,8669,45694,8324,4411,11258,22408,7016,2261,34454,399238
2020-11-14,5420,910,2594,21176,30129,8284,15079,25133,137255,8088,914,6236,8950,47567,8560,4513,11444,23854,7201,2564,35563,411434
2020-11-15,5469,931,2880,21901,30275,8482,15319,25530,138872,8156,916,6614,9082,49190,8751,4641,11829,25216,7528,2703,36525,420810
2020-11-16,5634,949,2942,22686,30570,8792,15731,25717,153103,8268,968,6873,9372,50884,8936,4812,12296,26070,7658,2826,37277,442364
2020-11-17,5841,964,3145,24474,30902,8952,16225,25752,157121,8314,995,6989,9489,52571,9052,4972,12964,28078,7991,3079,39928,457798
2020-11-18,6091,1009,3278,25643,31167,9404,16775,26271,169056,8542,1219,7359,9852,54511,9385,5123,13411,30573,8451,3234,41613,481967
2020-11-19,6259,1020,3332,27898,31587,9697,17361,26789,172847,9095,1237,7739,9985,57609,9734,5243,13763,32480,8889,3371,43052,498987
2020-11-20,6430,1055,3447,29293,32145,10157,17782,28594,177832,9475,1402,8160,10194,62074,10240,5567,14179,34894,9279,3474,44349,520022
2020-11-21,6717,1082,3447,30672,32672,10593,18273,29416,183472,9775,1416,8528,10694,65346,10612,5796,14489,37471,9623,3641,45789,539524
2020-11-22,6731,1128,3616,31522,33105,10961,18609,30008,186680,10047,1445,9107,11012,66998,10975,5921,14781,39765,9864,3818,47005,553098
2020-11-23,7135,1142,3832,33613,33309,11157,19066,30830,206317,10105,1497,9371,11122,68736,11288,6139,15238,41345,11054,3960,48237,584493
2020-11-24,7344,1168,4146,35957,33788,11543,19606,31852,212175,10188,1516,9474,11297,70581,11823,6319,16210,43973,11548,4113,50709,605330
2020-11-25,7582,1218,4345,39428,34681,12034,20881,33018,227924,10312,1528,9863,11494,72529,12192,6529,17359,46318,12186,4219,51509,637149
2020-11-26,7830,1218,4536,41151,37835,12536,22334,34137,231042,10443,1530,10294,11867,74723,12668,6655,18890,48742,13018,4328,55403,661180
2020-11-27,8097,1559,4643,43414,41116,12932,23910,35210,246096,10490,1631,10660,12141,78592,12919,6837,19834,51397,13649,4495,57025,696647
2020-11-28,8415,1663,4894,45693,43717,14598,24627,35925,250832,10551,1802,11076,12530,82163,13225,7179,20181,54005,14388,4641,58756,720861
2020-11-29,8543,1723,5139,47276,45089,14949,26151,36462,251588,10603,1864,11727,12597,83193,13521,7311,20558,56403,14903,4702,60201,734503
2020-11-30,8939,1797,5449,49119,45586,15297,27212,37081,260528,10626,1875,11924,12631,86334,14065,7503,21507,58774,15166,4878,61216,757507
2020-12-01,9326,1865,5762,51832,46894,16055,28080,37469,268702,10663,1942,12038,12777,90561,14696,7820,22766,61225,15857,4953,63312,784595
2020-12-02,9890,1945,6062,54015,48931,16616,28860,37950,274189,10706,2158,12317,13043,93454,15341,8004,25221,64632,16722,5049,78230,823335
2020-12-03,10428,2023,6629,56177,51674,17146,29616,38887,278058,10793,2362,12789,13200,96473,15912,8196,26432,67618,17314,5177,79905,846809
2020-12-04,10857,2123,6987,58461,53931,17860,30427,39660,284073,10866,2364,13092,13475,100081,16464,8417,28188,70798,17817,5240,81204,872385
2020-12-05,11764,2278,7196,60422,56270,18693,32536,40456,288056,10938,2432,13429,13679,103188,16704,8512,29204,74261,18310,5306,82674,896308
2020-12-06,12206,2397,7533,62060,59432,19401,33422,40842,289706,11008,2438,13862,13995,105127,16795,8695,29984,76331,18619,5406,84235,913494
2020-12-07,12768,2473,8018,64029,59951,19898,35445,41353,291591,17153,2438,13976,14044,106263,17028,8871,30368,78008,18751,5469,85237,933132
2020-12-08,13267,2576,8141,66604,64480,20518,36418,41865,297290,17655,2711,14078,14241,108392,17186,9075,32171,80461,19121,5557,86822,958629
2020-12-09,13650,2673,8513,69473,66191,21040,37873,42526,320380,18179,2713,14299,14348,110261,17325,9467,33798,82361,19291,5584,87950,997895
2020-12-10,14197,2726,9026,71662,68697,22430,42344,43124,324961,18791,2715,14698,14626,113527,17870,9729,36503,85076,19738,5674,89880,1027994
2020-12-11,14947,2864,9538,74624,70508,23210,46080,43632,327561,19374,2720,15003,14783,116100,18460,9849,38033,87191,20238,5749,91699,1052163
2020-12-12,15567,2917,9835,76382,72315,23946,48108,44169,332595,20324,2858,15277,14997,119614,18650,10085,39675,89462,20644,5823,93648,1076891
2020-12-13,15737,3003,10022,78395,73421,24683,50129,44566,333503,21100,2861,15547,15073,122476,18892,10277,40504,91079,20856,5896,95141,1093161
2020-12-14,16336,3137,10244,80043,74694,25156,52166,44887,342409,20756,2862,15591,15134,125594,19638,10557,41264,92117,20973,5944,96115,1115617
2020-12-15,16836,3182,10616,83068,76205,26082,54870,45234,347130,21882,2934,15653,15344,128989,20364,10753,42192,93619,21323,6022,99108,1141406
2020-12-16,17560,3398,11046,85972,79151,27009,59004,45584,356175,23112,2951,15903,15480,132982,21132,11035,44021,95290,21723,6060,101313,1175901
2020-12-17,18347,3525,11131,88502,81008,28219,63181,46381,360529,23869,2963,16127,15681,136345,22396,11237,45353,96638,22208,6105,104069,1203814
2020-12-18,18815,3635,11803,91503,82928,28409,66006,46801,363044,24527,3016,16259,16109,139129,23462,11434,46885,97851,22411,6121,105938,1226086
2020-12-19,19195,3760,11999,92927,85872,29645,67945,47429,365440,25358,3060,16379,16785,142436,24263,11746,47763,98859,22604,6149,109856,1249470
2020-12-20,19307,3804,12260,94031,87594,30500,68946,47974,366058,26032,3114,16558,16861,143738,24548,11890,48491,99538,22791,6191,111400,1261626
2020-12-21,19739,3865,12511,95128,88011,30744,70397,48384,374434,26350,3160,18126,17227,144440,25603,12055,49114,100366,22855,6198,112551,1281258
2020-12-22,20235,3964,12588,98167,91411,31291,72172,48704,376790,26806,3473,18214,17419,145980,26726,12307,50397,101212,23089,6249,114379,1301573
2020-12-23,20705,4120,13099,100527,94188,32110,73321,49202,379750,27238,3791,18485,17903,147203,28068,12478,51197,102105,23421,6284,116872,1322067
2020-12-24,21248,4200,13225,101601,96529,33099,75027,49737,384670,27788,3841,18729,18052,149903,29248,12754,52258,103021,23633,6321,119901,1344785
2020-12-25,21408,4251,13308,102065,96910,33681,76104,50460,386391,28227,3878,17447,18170,154123,29775,12855,53109,103328,23834,6331,141454,1377109
2020-12-26,21419,4271,13507,102580,100333,33849,76983,50489,387049,28359,3877,17462,18340,154468,30093,12945,53361,104099,23878,6364,142487,1386213
2020-12-27,21507,4280,13665,103370,100659,33913,77800,50489,387761,28499,3881,17503,18372,155416,30454,13020,54151,104396,23907,6375,144593,1394011
2020-12-28,21812,4321,13749,104549,101255,34151,79087,50737,392854,28556,3882,17594,18413,156468,31533,13226,54694,105064,23984,6372,146385,1408686
2020-12-29,22123,4364,14070,105933,103543,34958,81636,50956,393995,28661,3996,17607,18637,158172,32572,13421,55500,105589,24132,6439,149426,1425730
2020-12-30,22616,4429,14319,107696,105656,35876,83125,51489,397010,28792,4191,17901,18874,159609,34112,13677,56577,106304,24336,6459,152642,1445690
2020-12-31,23028,4519,14631,109574,106428,36587,84109,51958,399157,28875,4425,18086,19036,161649,35490,13913,57364,106977,24559,6483,156263,1463111
2021-01-01,23132,4585,14923,110215,109546,37320,84811,52386,401444,28997,4719,18229,19182,164397,35965,14048,57979,107381,24759,6501,159469,1479988
2021-01-02,23266,4618,15142,110891,109818,37567,85975,52475,402070,29221,4722,18266,19209,167151,36400,14240,58082,107674,24817,6501,161049,1489154
2021-01-03,23299,4649,15445,111682,113473,37945,86927,52606,402798,29301,4740,18345,19337,170618,37059,14343,58462,108092,24905,6532,163342,1503900
2021-01-04,23629,4726,15757,112726,115260,38158,88314,52844,407902,29397,4890,18403,19431,172005,38209,14544,58832,108360,24980,6562,165177,1520106
2021-01-05,23941,4761,15992,114518,115907,38704,89730,53412,409548,29447,5015,18460,19640,173930,39235,14723,59524,109021,25155,6585,168881,1536129
2021-01-06,24066,4796,16196,115882,116526,39241,91242,53907,412034,29585,5123,18584,19890,176275,40345,14906,60874,109593,25358,6611,175322,1556356
2021-01-07,24298,4832,16438,116879,119874,39744,92821,54210,413248,29633,5124,18700,20133,177977,41468,15091,61307,110191,25432,6617,177998,1572015
2021-01-08,24672,4873,16634,119030,121855,40138,94457,54689,414643,29752,5407,18757,20225,178949,42409,15313,62147,110885,25598,6651,182506,1589590
2021-01-09,24901,4941,16746,120127,122054,40825,95632,55257,416326,29837,5603,18956,20451,182165,43068,15534,63229,111534,25760,6661,187023,1606630
2021-01-10,24935,4967,16808,121255,122647,41450,96745,55538,417173,29871,5632,19081,20629,183444,43662,15739,63821,111995,25942,6686,189784,1617804
2021-01-11,25208,5033,17056,122910,122963,41747,97858,55900,421890,30868,5692,19155,20696,184391,44604,15932,64058,112426,26019,6699,192734,1633839
2021-01-12,25597,5125,17189,125656,125749,42373,99491,56202,423074,31734,5769,19264,20941,185465,45506,16173,64712,113005,26140,6722,197517,1653404
2021-01-13,25823,5177,17604,127035,129073,43008,101426,56605,424720,33234,5901,19549,21093,186443,46345,16357,66006,113398,26321,6753,202065,1673936
2021-01-14,26105,5196,17829,127795,132548,43723,103438,56812,426098,34687,5974,19785,21271,187316,47788,16616,67649,113949,26510,6777,206185,1694051
2021-01-15,26276,5244,18087,128728,134711,44597,105021,57096,427181,35810,6026,20106,21393,188084,48765,16865,69375,114472,26738,6793,211662,1713030
2021-01-16,26427,5280,18200,128727,136567,45328,106646,57577,428393,36805,6085,20319,21494,188770,49692,16999,70884,114850,26858,6815,216500,1729216
2021-01-17,26438,5290,18305,130668,138411,45936,107734,57681,431787,37786,6178,20611,21581,189360,50458,17123,71315,115676,27004,6830,219554,1745726
2021-01-18,26707,5311,18576,131806,140114,46121,108755,57849,435509,38223,6268,20760,21690,189987,51443,17387,72095,115870,27116,6840,222062,1760489
2021-01-19,27147,5325,18886,133205,142061,46657,111905,58305,436485,39277,6270,20834,22103,191020,52598,17682,73057,116163,27280,6888,228769,1781917
2021-01-20,27478,5374,19185,135145,143747,47557,115172,58619,438058,40604,6283,21205,22379,192116,53822,18039,75326,116561,27580,6921,235761,1806932
2021-01-21,28007,5437,19571,136008,145533,48339,116943,59003,440880,41629,6404,21473,22616,193160,55388,18430,76337,117029,27741,6955,240568,1827451
2021-01-22,28469,5460,19795,146113,147663,48858,119270,59381,442631,41858,6454,21762,22755,194223,56611,18746,77269,117543,27884,6984,245398,1855127
2021-01-23,28768,5560,19960,146914,149419,49705,121705,59610,444809,42103,6501,21966,22940,195029,57555,18907,78056,117983,28061,6993,248645,1871189
2021-01-24,28842,5631,20101,147439,149966,50339,123626,59846,445604,42204,6568,22261,22978,195748,58040,19004,78872,118347,28217,7033,251408,1882074
2021-01-25,29341,5670,20604,148085,151122,50680,126184,60078,450069,42556,6622,22381,23047,196455,59097,19303,79376,118712,28357,7037,253085,1897861
2021-01-26,29625,5692,21088,148876,154178,51151,128709,60453,452231,42752,6675,22501,23246,197629,60729,19643,80832,119083,28490,7064,256470,1917117
2021-01-27,29933,5776,21823,150266,156088,51807,131214,60873,454392,42965,6733,22809,23437,198732,62204,20137,82239,119594,28940,7092,259235,1936289
2021-01-28,30206,5840,22416,150950,157852,52460,132695,61222,456106,43336,6800,23071,23549,199668,64424,20562,84050,119929,29131,7106,262136,1953509
2021-01-29,30538,6673,22715,154051,159293,52988,134212,61476,458254,43714,6842,23336,23647,200521,65539,21078,86866,120169,29285,7124,265067,1973388
2021-01-30,30865,7125,23071,155381,161564,53466,135765,61625,459401,44010,6879,23500,23781,201344,66502,21438,89076,120669,29474,7129,268087,1990152
2021-01-31,30892,7481,23246,156006,162307,53807,137263,61880,459879,44263,6928,34676,23911,201938,66971,21575,90336,121079,29641,7160,269309,2010548
2021-02-01,31101,7964,23667,157081,163585,53936,139653,61892,463522,44526,6934,34829,23930,202489,67974,22118,91159,121330,29762,7166,269905,2024523
2021-02-02,31674,9112,23895,158436,165682,54251,141160,62299,466287,45342,6989,35234,24206,203356,69209,22545,92695,121800,29904,7198,272226,2043500
2021-02-03,32162,9618,24190,159700,167556,54962,143279,62451,467193,46068,7059,35140,24365,204223,70194,23035,94038,122187,30126,7220,274482,2059248
2021-02-04,32458,9668,24476,160976,169281,55217,146154,62966,469348,46774,7087,35744,24653,205021,71423,23323,95271,122580,30304,7232,276972,2076928
2021-02-05,32740,9852,24907,161648,171260,55837,148464,63205,470500,47357,7121,35943,24782,205770,73013,23532,96956,122865,30530,7248,278393,2091923
2021-02-06,32918,9995,25305,162264,173085,56408,149818,63346,472266,48089,7178,38122,24949,206479,73859,23709,98057,123389,30689,7266,279870,2107061
2021-02-07,32919,10054,25764,162770,173828,56764,153803,63644,473192,48473,7224,38290,25067,206955,74425,23823,98863,123860,30866,7272,280585,2118441
2021-02-08,33120,10090,26144,163710,175556,56907,158361,63709,476502,48593,7254,38373,25207,207457,75760,24033,99396,124089,30932,7281,281049,2133523
2021-02-09,33558,10173,26665,165335,176359,57364,161679,64020,477407,48919,7323,38888,25393,208261,78125,24247,100527,124493,31025,7304,282285,2149350
2021-02-10,33807,10219,26886,166526,178414,57938,164867,64426,479645,49421,7357,37623,25603,208934,80617,24477,102127,124966,31204,7319,283441,2165817
2021-02-11,34274,10365,27331,167666,180721,58389,167797,64621,481626,49747,7388,38052,25837,209960,84760,24713,103793,125415,31402,7327,284471,2185655
2021-02-12,34441,10397,27615,168249,182876,58719,170603,64805,482645,50004,7463,38447,26069,210654,88325,24917,105611,125937,31559,7339,285402,2202077
2021-02-13,34558,10431,27926,169230,185756,59229,172413,65204,484180,50278,7522,38831,26275,211465,89320,25040,106471,126337,31691,7351,286542,2216050
2021-02-14,34560,10449,28037,169916,187688,59684,174244,65285,484680,50574,7590,39271,26365,211914,89903,25139,107030,126779,31889,7359,287163,2225519
2021-02-15,34747,10492,28169,170804,189406,59724,176129,65436,487577,50676,7648,39507,26495,212373,91416,25246,107658,127018,32005,7367,287397,2237290
2021-02-16,34905,10546,28375,171998,190855,60262,178160,65738,489192,51088,7703,40448,26652,213207,93352,25424,108330,127472,32094,7383,288550,2251734
2021-02-17,35434,10633,28667,172860,193610,60647,179630,66140,490907,51394,7778,41030,26889,214203,95372,25692,109615,128138,32375,7392,289847,2268253
2021-02-18,35803,10723,28897,174901,195486,60900,181583,66519,492112,51708,7858,41462,27067,214849,98484,25940,110720,128676,32692,7398,292251,2286029
2021-02-19,36219,10795,29035,176457,197244,61244,182565,66756,493987,52034,7904,42552,27334,215700,101730,26151,112573,129174,32961,7409,293375,2303199
2021-02-20,36497,10870,29153,177000,198733,61671,183616,67102,495393,52381,7969,43172,27505,216282,102858,26266,114692,129585,33230,7411,294301,2315687
2021-02-21,36549,10902,29553,177702,199647,61925,184656,67311,496177,52643,8052,43651,27679,216864,103496,26367,115811,130060,33461,7417,294710,2324633
2021-02-22,36841,10929,29695,178925,200972,62042,185715,67328,499299,52752,8119,43856,27853,217381,104325,26485,116017,130383,33622,7418,295011,2334968
2021-02-23,37289,10977,29954,181042,202311,62386,186854,67827,500390,53109,8121,44035,28085,218197,105369,26600,117158,130853,33839,7431,296039,2347866
2021-02-24,37917,11041,30258,181890,203642,62733,188051,68061,503152,53481,8236,44479,28361,219121,106688,26774,118646,131409,34212,7435,296878,2362465
2021-02-25,38638,11094,30484,183104,204763,63078,189174,68338,504748,53956,8309,44913,28519,219849,107933,26923,119908,132044,34565,7441,297537,2375318
2021-02-26,39125,11184,30617,184883,205768,63305,190256,68576,505819,54503,8389,45410,28663,220570,108948,27063,120894,132523,34883,7455,298198,2387032
2021-02-27,39479,11212,30736,185794,206815,63652,191352,68901,507514,54970,8460,45768,28868,221224,109633,27126,122217,133083,35219,7462,298867,2398352
2021-02-28,39523,11232,30933,186318,207381,63889,192544,68965,508379,55375,8564,46071,28919,221688,110046,27178,122438,133518,35492,7465,299281,2405199
2021-03-01,39844,11242,31070,187264,208350,63978,193638,69166,511811,56059,8646,46160,29210,222293,110767,27265,122699,133961,35708,7474,299488,2416093
2021-03-02,40135,11298,31175,187942,208757,64401,194725,69553,512830,56671,8712,46226,29458,223170,111599,27397,123703,134643,35890,7485,300380,2426150
2021-03-03,40708,11359,31407,188570,210282,64735,196216,69835,515714,57279,8751,46634,29728,224093,112274,27528,124825,135347,36347,7491,301095,2440218
2021-03-04,41194,11540,31535,189604,211352,64983,197642,70055,517771,57931,8838,46989,30007,225008,113542,27610,125955,136119,36807,7499,301725,2453706
2021-03-05,41621,12015,31762,190181,212341,65341,198629,70277,519186,58913,8931,47536,30198,225923,114497,27712,128329,136890,37229,7511,302366,2467388
2021-03-06,42046,12113,31853,190777,213413,65698,199572,70475,520251,59651,9042,48475,30372,226737,115362,27821,131862,137614,37677,7525,303036,2481372
2021-03-07,42131,12425,32016,191162,213934,65991,200515,70840,523031,60299,9121,48909,30536,227421,115894,27876,135433,138244,38060,7527,303474,2494839
2021-03-08,42510,12559,32132,192453,214771,66198,201354,70977,527359,60936,9206,49219,30639,228042,116722,27971,137250,138712,38416,7533,303773,2508732
2021-03-09,42804,12616,32293,193791,215754,66609,202106,71235,529166,61375,9271,49689,31050,229138,117371,28052,139024,139458,38726,7547,304656,2521731
2021-03-10,43255,12693,32411,195605,216774,67002,203439,71484,530794,61756,9360,49907,31385,230300,118125,28155,140225,140391,39243,7554,305625,2535483
2021-03-11,44161,12766,32503,197279,218332,67474,204761,71839,532961,62480,9462,50192,31637,231252,119351,28198,141038,141273,39565,7565,306394,2550483
2021-03-12,44653,12889,32671,198697,219789,67864,205518,72105,535077,63317,9516,50632,31905,232519,120773,28306,141430,142255,40013,7576,307421,2564926
2021-03-13,45235,12929,32750,200386,220812,68368,206306,72366,539052,64101,9598,50943,32096,233612,121389,28377,141993,143026,40408,7582,308567,2579896
2021-03-14,45347,12971,32896,201943,221695,68796,207026,72644,540331,64854,9668,51174,32241,234164,122147,28404,142140,143776,40726,7586,309202,2589731
2021-03-15,45699,13008,33026,203680,222718,69080,207690,72800,546761,65726,9721,51338,32597,235339,122847,28521,142216,144570,40895,7591,309715,2605538
2021-03-16,46330,13138,33235,205244,224138,69401,208300,73350,548302,66530,9767,51652,32889,236786,123852,28618,142781,145470,41126,7602,311143,2619654
2021-03-17,47316,13226,33385,207302,225473,70144,210023,73614,552724,67406,9877,51879,33152,238509,124948,28705,143362,146712,41441,7626,312546,2639370
2021-03-18,48342,13269,33591,208600,227087,70659,211323,74082,554969,68188,10000,52092,33429,240055,126314,28831,143641,147769,41696,7634,313775,2655346
2021-03-19,48868,13356,33791,209805,227858,71211,212397,74723,558572,69109,10046,52390,33862,241724,127409,28909,144162,148808,42002,7642,314994,2671638
2021-03-20,49292,13427,33864,211416,229697,71782,213135,75053,559757,69954,10159,52576,34289,243271,128464,28978,144985,149888,42298,7653,316298,2686236
2021-03-21,49327,13476,34015,213419,231079,72384,214277,75393,562346,70607,10216,52754,34432,244476,128993,29032,145217,150913,42499,7654,317253,2699762
2021-03-22,49623,13504,34181,216036,232841,72547,214853,75606,571586,70964,10270,65759,34704,245605,129898,29120,145436,151599,42679,7671,318000,2732482
2021-03-23,49966,13581,34294,219030,235512,73162,215994,76029,575437,71366,10429,65990,34949,247610,130912,29194,146296,152771,42859,7697,320005,2753083
2021-03-24,50528,13690,34499,221110,238912,73444,217708,76603,577693,71845,10510,66191,35328,249738,132020,29283,147141,154068,43221,7709,321974,2773215
2021-03-25,50987,13742,34627,223924,240932,75045,219460,76725,580733,72371,10590,66286,35539,251936,133996,29362,148409,155313,43408,7748,323755,2794888
2021-03-26,51411,13818,34824,226818,243244,75733,221271,77035,583133,73092,10661,66411,35834,254172,135498,29426,148870,156354,43640,7763,325644,2814652
2021-03-27,51794,13846,34922,229146,245274,76560,222009,77223,585943,73841,10706,66534,36018,256309,136633,29511,149728,157725,43919,7787,327511,2832939
2021-03-28,51801,13904,35008,230662,246682,77208,222686,77517,593324,74403,10775,66644,36302,257852,137164,29559,150068,158808,44201,7835,328486,2850889
2021-03-29,52112,13955,35177,232906,247487,77618,224247,77602,601915,75160,10833,66771,36477,259128,138303,29647,150426,159469,44333,7839,329209,2870614
