Date,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli-Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Trentino-Alto Adige/Südtirol,Umbria,Valle d'Aosta/Vallée d'Aoste,Veneto
1,53.072625698324025,19.047619047619047,35.96491228070175,47.926267281105986,92.27242960052389,60.33057851239669,32.94117647058823,52.52732240437158,173.50993377483442,96.12676056338029,50.0,75.17412935323384,24.281984334203656,42.473118279569896,37.15846994535519,36.7032967032967,96.72897196261682,18.59504132231405,101.44927536231884,52.46981339187706
